Tweet;Target;pred_target;dependencia;pred_entidad
Los ingresos minoristas de las telecos cayeron un 13 en el tercer trimestre del año pasado;ingresos minoristas;ingresos;nsubj;OTHER
El Ibex35 cae un 48 en agosto cierra al filo de los 9400 puntos casi en mínimos anuales;Ibex;None;None;None
Lidl eliminará las bolsas de plástico de todas sus tiendas en España;Lidl;Lidl;nsubj;ORG
Inveravante Manuel Jove y BBVA levantan viviendas de lujo en el centro de Madrid;Inveravante;Inveravante;nsubj;OTHER
La inflación de China se mantiene en el 18 en mayo;inflación;inflación;nsubj;OTHER
Las acciones de la Juventus caen un 3 tras fichar a Cristiano;Juventus;None;None;None
Las mujeres cobran de media un 30 menos que los hombres según Gestha;mujeres;mujeres;nsubj;OTHER
La mudanza de la TDT para dar paso al 5G puede costar 350 millones en ayudas;mudanza;mudanza;nsubj;OTHER
Habitat suma ya suelo para levantar 10000 viviendas;Habitat;Habitat;nsubj;ORG
Facebook ve esfumarse 119000 millones de dólares de su capitalización;Facebook;Facebook;nsubj;ORG
Bolinches Mientras el Ibex aguante los 9750 sigue en la senda del 10000;Ibex;Ibex;nsubj;MISC
China expresa su apoyo a Turquía ante crisis monetaria y tensiones con EEUU;China;China;nsubj;ORG
El vaivén de Donald Trump con los aranceles de China sacude todas las bolsas mundiales;bolsas mundiales;bolsas;obj;OTHER
Boeing detecta piezas defectuosas en más de 300 aviones del modelo 737;Boeing;Boeing;nsubj;ORG
La deuda de las familias se reduce en 6800 millones de euros en julio;deuda de las familias;deuda;nsubj;OTHER
Bankia prevé terminar el ERE el próximo 30 de noviembre;Bankia;Bankia;nsubj;ORG
Los índices europeos parecen haber entrado en modo rebote;índices europeos;índices;nsubj;OTHER
Los malos resultados de ArcelorMittal preocupan a las plantas del País Vasco; ArcelorMittal;None;None;None
La AIReF cree que España podría rebajar el déficit al 3 o inferior;España;España;nsubj;LOC
Santander abrirá desde este lunes 500 oficinas por la tarde;Santander;Santander;nsubj;LOC
MásMóvil lidera el crecimiento de móviles en septiembre con 42000 líneas;MásMóvil;MásMóvil;nsubj;ORG
El Corte Inglés gana un 24 más con un récord de ventas en cinco años;Corte Inglés;Corte;nsubj;ORG
Airbus reclama lanzar nuevos programas europeos para seguir creciendo;Airbus;Airbus;nsubj;ORG
El Ibex35 sube un 104 con todos sus valores en verde;Ibex;None;None;None
Iberdrola da un paso más en el desarrollo de su macroproyecto eólico marino en Massachusetts;Iberdrola;Iberdrola;nsubj;ORG
Rajoy cifra en el 32 el crecimiento de España durante 2015;España;None;None;None
Iberdrola apuesta por la eólica marina y las subastas para duplicar su cartera verde en EEUU;Iberdrola;Iberdrola;nsubj;ORG
Realia crea una filial patrimonial para entrar en el negocio de alquiler de vivienda;Realia;Realia;nsubj;ORG
China acerca posturas con EE UU y retira los aranceles a la soja y el cerdo;China;None;None;None
Técnicas Reunidas multiplica por trece su beneficio en el primer trimestre;Técnicas Reunidas;Técnicas;nsubj;OTHER
El beneficio del Santander se reduce un 49 por los tipos de cambio;Santander;None;None;None
Guindos apunta a Italia como el mayor riesgo para la deuda en Europa y no descarta un efecto contagio;Italia;Italia;obj;LOC
El Ibex sube un 18 en la semana y se queda a las puertas de los 9300 puntos;Ibex;Ibex;nsubj;ORG
Ferrovial se adjudica el mantenimiento de la refinería más grande de Australia por 88 millones;Ferrovial;Ferrovial;nsubj;ORG
El FMI calcula que el coronavirus puede costarle entre un 01 y un 02 al PIB mundial este año;PIB;PIB;obj;MISC
El programa militar FCAS garantiza el crecimiento futuro de la empresa vasca ITP;ITP;None;None;None
Airbus cierra sus plantas en España cuatro días y Volkswagen tres semanas;Airbus;Airbus;nsubj;ORG
XTB Telefónica buscará los 85 euros si supera los 806 euros;Telefónica;None;None;None
Baleares sanciona a Iberia con 448000 euros por aplicar la cláusula no show;Iberia;Iberia;obj;ORG
El fondo holandés APG eleva su presencia en Viscofan a más del 10;APG;None;None;None
Sanidad contradice a Comercio y prohíbe las rebajas por posibles aglomeraciones;rebajas;rebajas;obj;OTHER
La pandemia no es una crisis global las tecnológicas ganan con el confinamiento;tecnologías;None;None;None
Las gasolineras automáticas permiten ahorrar más de 320 euros al año a los consumidores;consumidores;consumidores;obj;OTHER
Bélgica levanta el veto al acuerdo comercial con Canadá;Bélgica;Bélgica;nsubj;ORG
MásMóvil se estrena siendo el valor que más sube en el Ibex 35 un 322;MásMóvil;MásMóvil;nsubj;ORG
La tasa de paro salta al 1533 tras destruirse un millón de empleos;tasa de paro;tasa;nsubj;OTHER
Ford contrata a los inquietantes perros robot de Boston Dynamic;Ford;Ford;nsubj;ORG
Los bancos abren otra era de viviendas baratas;bancos;bancos;nsubj;OTHER
Iberdrola construirá en Navarra un complejo eólico de 111 megavatios;Iberdrola;Iberdrola;nsubj;ORG
La disolución de empresas se duplicó en junio respecto a mayo;disolución de empresas;disolución;nsubj;OTHER
La Guardia Civil lanza una operación contra el fraude en el IVA de hidrocarburos y metales preciosos;La Guardia Civil;Guardia;nsubj;OTHER
Telefónica prorroga el plan de bajas y subirá los sueldos un 15 en 2018;Telefónica;Telefónica;nsubj;ORG
Acciones de Norwegian caen casi un 11  tras anunciar ampliación de capital;Acciones de Norwegian;Acciones;nsubj;OTHER
Amazon triplicó sus ganancias en 2018 hasta alcanzar los 10073 millones;Amazon;Amazon;nsubj;ORG
HM gana un 22 menos pero aguanta el tirón en España vende un 2 más;H&M;None;None;None
El paro cierra 2016 con la mayor caída de la historia;paro;paro;nsubj;OTHER
Iberdrola lanza un bono híbrido verde de al menos 500 millones;Iberdrola;Iberdrola;nsubj;ORG
El FMI alerta a Italia de que sus políticas podrían dejar vulnerable al país ante los mercados;Italia;None;None;None
El Consejo de Europa constata mejoras en Andorra contra el blanqueo;Andorra;None;None;None
La reunión de Fomento con los estibadores acaba sin acuerdo;reunión de Fomento;reunión;nsubj;OTHER
Empresas portuarias denuncian el vandalismo de los estibadores;Empresas portuarias;Empresas;nsubj;OTHER
Hacienda advierte a 21500 usuarios de plataformas como Airbnb de que deben declarar todos sus ingresos;usuarios de plataformas;None;None;None
Las CCAA cumplen por primera vez el plazo legal de pago a proveedores;CCAA;CCAA;nsubj;ORG
La Bolsa de Hong Kong baja un 051  a media sesión;Bolsa;Bolsa;nsubj;OTHER
El Sabadell da por fracasada su fusión con el BBVA;Sabadell;Sabadell;nsubj;ORG
La chocolatera Natra ganó 23 millones de euros en 2018;Natra;None;None;None
La Bolsa de México pierde un 036  al inicio de la sesión;Bolsa;Bolsa;nsubj;OTHER
El Ibex 35 derriba al fin los 9270 puntos tras escalar un 24 en febrero;Ibex;Ibex;nsubj;OTHER
Toyota y Carmera se alían para elaborar mapas en alta definición;Toyota;Toyota;nsubj;ORG
Fráncfort sube moderadamente tras una negociación falta de impulsos;Fráncfort;Fráncfort;nsubj;LOC
Vodafone emite 4000 millones en bonos para comprar activos de Liberty;Vodafone;Vodafone;nsubj;ORG
Grecia emite bonos a 10 años en primera subasta desde primer rescate en 2010;Grecia;Grecia;nsubj;ORG
Merck sube en 2018 el beneficio neto un 295  tras desinversiones;Merck;Merck;nsubj;ORG
Los trabajadores de ITP en Sestao y Barakaldo piden una solución in extremis a sus despidos;trabajadores;trabajadores;nsubj;OTHER
La Bolsa de Londres baja un 029  en la apertura;Bolsa;Bolsa;nsubj;OTHER
La luz anticipa mañana otro récord con España congelada;luz;luz;nsubj;OTHER
Interrumpidas las negociaciones para la fusión entre Carrefour y CoucheTard;negociaciones;negociaciones;nsubj;OTHER
Iberdrola inicia este lunes su gran planta fotovoltaica en Usagre Badajoz;Iberdrola;Iberdrola;nsubj;ORG
El PIB frena su crecimiento y se expande un 05 en el segundo trimestre;PIB;PIB;nsubj;MISC
Liberbank gana 73 millones de euros en el primer semestre un 14 menos;Liberbank;Liberbank;nsubj;ORG
Alcoa alerta de que peligra el futuro de su planta de aluminio en Lugo;Alcoa;Alcoa;nsubj;ORG
Abanca dispuesto a protagonizar una fusión con otra entidad;Abanca;None;None;None
Nissan ha recibido 179 millones de ayudas públicas desde 2009 según comité;Nissan;Nissan;nsubj;ORG
Maroto anuncia que en septiembre volverán los viajes del Imserso;Imserso;None;None;None
La Bolsa de Lisboa sube el 057  al cierre;Bolsa;Bolsa;nsubj;OTHER
Cae la tasa de ahorro de los hogares en 2018 al mínimo histórico;tasa de ahorro;tasa;nsubj;OTHER
Sólo el PSOE se enroca en mantener la subida del impuesto de matriculación;impuesto;None;None;None
El precio medio de la vivienda aumentó el 55  en 2018 según la tasadora ST;vivienda;None;None;None
Putin apoya a empresarios al inaugurar primera planta MercedesBenz en Moscú;Mercedes-Benz;None;None;None
Siemens Gamesa lanza una nueva plataforma eólica terrestre de 58 MW;Siemens Gamesa;Siemens;nsubj;ORG
Ghosn va a recibir una jubilación de 765000 euros al año de Renault;Ghosn;Ghosn;nsubj;PER
Canarias impulsa que España sea pionera en autorizar naves de vuelo rasante;España;España;nsubj;LOC
La Bolsa de París baja un 009  a la apertura;Bolsa;Bolsa;nsubj;OTHER
La vivienda se encarece un 42  en eurozona y UE en último trimestre de 2018;vivienda;vivienda;nsubj;OTHER
Rusia un país con excesiva presencia del Estado e infraestructuras insuficientes;Rusia;Rusia;nsubj;LOC
Euskadi es la única comunidad con repunte del paro en marzo;Euskadi;Euskadi;nsubj;LOC
Los ERTE se mantendrán hasta el próximo 30 de septiembre;ERTE;ERTE;nsubj;ORG
Banco Sabadell cierra la venta del 80  de Solvia a Intrum por 241 millones;Sabadell;None;None;None
Tokio 2020 Toyota desarrollará vehículos específicos para los Juegos Olímpicos y Paralímpicos;Toyota;None;None;None
La facturación trimestral del grupo PSA baja un 11  interanual;PSA;None;None;None
Los españoles conservan pesetas por valor de 1624 millones de euros;españoles;españoles;nsubj;OTHER
Huelga en la mayor compañía minera de Mauritania casi paraliza la actividad;compañía minera;None;None;None
Wall Street vuelve a las ventas afectado por la caída del petróleo;Wall Street;Wall;nsubj;LOC
El precio de la gasolina sube un 173  y el del gasóleo un 121 ;gasolina;None;None;None
Empresa de EEUU alcanza el mayor acuerdo del país en negocio de la marihuana;Empresa;Empresa;nsubj;OTHER
Lyft pierde 1138 millones dólares en primeros resultados tras salida a bolsa;Lyft;Lyft;nsubj;ORG
Los tuits de Trump y las tensiones geopolíticas tumban la Bolsa de Seúl;Bolsa;Bolsa;obj;OTHER
Los cruceros reabren sus puertas con solo un quinto de su negocio;cruceros;cruceros;nsubj;OTHER
CaixaBank reduce a 6950 las salidas del ERE para alcanzar un acuerdo;CaixaBank;CaixaBank;nsubj;ORG
Rolls quiere acordar la venta de ITP antes del final de septiembre;Rolls;Rolls;nsubj;ORG
Montoro anuncia que emprenderá en plena crisis catalana la mejora de la financiación autonómica;financiación autonómica;None;None;None
Wall Street cierra en verde y el Dow Jones sube un 044 ;Wall Street;Wall;nsubj;LOC
Telefónica sale de la Bolsa de Argentina por su escaso volumen de negociación;Telefónica;Telefónica;nsubj;ORG
El precio del crudo de la OPEP baja un 031  hasta los 6966 dólaresbarril;crudo;None;None;None
Thomas Cook cae un 1472  en Bolsa tras multiplicar por seis sus pérdidas;Thomas Cook;Thomas;nsubj;PER
Adif multará a adjudicatarias que pacten concursos con el 10  del contrato;adjudicatarias;None;None;None
La bolsa de Sao Paulo encadena tercera caída consecutiva en jornada volátil;bolsa;bolsa;nsubj;OTHER
Italiana Enel abre parque eólico de 150 millones dólares en México;Italia Enel;None;None;None
La Bolsa de Sao Paulo abre con un avance del 046  en primeras operaciones;Bolsa;Bolsa;nsubj;OTHER
Sony eleva su apuesta por los juegos la música y el cine en streaming;Sony;Sony;nsubj;ORG
Amancio Ortega enemigo del pueblo según Podemos ha pagado 11000 millones en impuestos desde 2014;Amancio Ortega;Amancio;nsubj;PER
ELA aboga por mantener la huelga indefinida en Tubacex como garantía para negociar;Tubacex;None;None;None
La Bolsa de Buenos Aires abre con un avance del 012 ;Bolsa;Bolsa;nsubj;OTHER
Siemens Gamesa suministrará 232 megavatios a un parque de EDF en EEUU;Siemens Gamesa;Siemens;nsubj;ORG
Santander y Unicaja los bancos favoritos de Goldman Sachs para ganar en bolsa;Santander;Santander;nsubj;LOC
La guerra fría tecnológica entre EEUU y China acentúa el temor de Wall Street;Wall Street;None;None;None
El petróleo de Texas cae un 06 y cierra en 5881 dólares el barril;petróleo;petróleo;nsubj;OTHER
VozTelecom cierra un principio de acuerdo para comprar ComyMedia;VozTelecom;VozTelecom;nsubj;ORG
El euríbor acelera su caída para marcar su media mensual más baja desde noviembre;euríbor;euríbor;nsubj;OTHER
Caída de Google y de sus servicios de Gmail y Youtube en EEUU España y otros países europeos;Google;None;None;None
Lenovo ofrecerá financiación por internet a través de Cetelem;Lenovo;Lenovo;nsubj;ORG
La Bolsa de Sao Paulo pierde un 041  en la apertura;Bolsa;Bolsa;nsubj;OTHER
España en la zona media de la digitalización europea lastrada por la formación y los precios;España;None;None;None
La deuda pública marca nuevo récord con 12 billones de euros hasta marzo;deuda pública;deuda;nsubj;OTHER
El Gobierno admite que la fortaleza del euro es una amenaza importante para el turismo en España;turismo;None;None;None
Clece ofertará 1000 puestos laborales en la segunda edición de LaboralMAD;Clece;Clece;nsubj;ORG
Las ventas de HM subieron un 6  interanual en el segundo trimestre;H&M;None;None;None
Estados Unidos y China lideran la lista de superordenadores más potentes del mundo;Estados Unidos;Estados;nsubj;ORG
NH gestionará los hoteles de Minor en Brasil y Portugal;NH;NH;nsubj;ORG
El IBEX abre con pérdidas del 025  en una jornada sin referencias de EEUU;IBEX;IBEX;nsubj;ORG
El Ibex vuelve a perder el 9000 lastrado por el Brexit y la guerra comercial;Ibex;Ibex;nsubj;ORG
Carrefour y Glovo se alían en Francia España Italia y Argentina;Carrefour;Carrefour;nsubj;ORG
Ericcson registró beneficio neto de 408 millones de euros en primer semestre;Ericcson;Ericcson;nsubj;PER
El BCE concluye que Nordea tiene suficiente capital pero débil sistema datos;Nordea;Nordea;nsubj;ORG
Adif dará el lunes el pistoletazo de salida a la liberalización ferroviaria;Adif;Adif;nsubj;ORG
Continental revisa a la baja sus pronósticos de beneficio y facturación;Continental;Continental;nsubj;ORG
Inquietud en el Banco de España;Banco;None;None;None
Cellnex mejora su resultado y cierra el primer semestre en equilibrio;Cellnex;Cellnex;nsubj;ORG
Colonial gana 338 millones en el primer semestre del año un 33  más;Colonial;Colonial;nsubj;ORG
Unicaja Banco obtiene un beneficio neto de 116 millones en el primer semestre un 114 más;Unicaja Banco;Unicaja;nsubj;ORG
Merlin gana 262 millones un 45 menos por la ausencia de extraordinarios;Merlin;Merlin;nsubj;ORG
Iberdrola se adjudica el mayor número de lotes en subasta solar de Portugal;Iberdrola;Iberdrola;nsubj;ORG
CaixaBank lidera venta de fondos de pensiones e inversión colectiva en España;CaixaBank;CaixaBank;nsubj;ORG
Barclays gana 2271 millones de euros en el primer semestre un 269  más;Barclays;Barclays;nsubj;ORG
