Tweet;Target;Sent_Target;Sent_Sociedad;Sent_Empresas
El Banco de España avisa de que el cierre comercial con Rusia lastraría hasta un 1,8% el PIB español https://t.co/QKrE0DSBVm;PIB;NEG;NEG;NEG
Escrivá plantea una nueva reforma para autónomos con subidas de hasta el 90% de cuota a la Seguridad Social https://t.co/Xpo1OGiHx9;autónomos ;NEG;NEG;NEG
El precio del petróleo se dispara y marca máximos desde marzo tras el embargo de la UE a Rusia https://t.co/A7Tlc80nli;petróleo ;POS;NEG;NEG
La inflación golpea a los ‘millennials’, la generación de la doble crisis https://t.co/Hzj2aiMXpm;millennials;NEG;NEG;NEG
Escrivá plantea una nueva reforma para autónomos con subidas de hasta el 49% de cuota a la Seguridad Social https://t.co/l4SsZWmxAH;autónomos ;NEG;NEG;NEG
Fin a la publicidad encubierta de los ‘influencers’ y a las reseñas falsas en los comercios https://t.co/RxBoPlonav;influencers ;NEG;POS;POS
La electricidad ha bajado un 34% a la espera del decreto que reducirá su precio un 15% https://t.co/fuSBFwsxNg;electricidad ;NEG;POS;POS
La banca exprime el filón de las comisiones con sus clientes más fieles https://t.co/MkOQf6jaLE;banca;POS;NEG;NEG
Límite, 100 días: la subida de tipos obliga a Sánchez a un giro de su política fiscal https://t.co/GCEQsNWRMW;tipos;POS;NEG;NEG
El IPC vuelve a subir en mayo, hasta el 8,7%, por el encarecimiento de los carburantes y los alimentos https://t.co/OsApjbJ5vr;IPC;POS;NEG;NEG
Las firmas de hipotecas aumentan un 18% en marzo, la mejor cifra desde 2011 https://t.co/36CAzAHmdp;hipotecas;POS;POS;POS
Demandan a Elon Musk por intentar hundir el valor de las acciones de Twitter https://t.co/kSHvwwaXhJ;Twitter ;NEG;POS;NEG
Los economistas avisan al Gobierno de que o toman medidas ya o habrá recesión https://t.co/QlQyXEO004;recesión ;POS;NEG;NEG
Hacienda prepara ahora una subida fiscal a los estancos y a toda la cadena de valor del tabaco https://t.co/ysooahpW9F;tabaco;NEG;NEG;POS
La banca abre la guerra por los depósitos y vuelve a remunerarlos ante la subida de tipos de interés https://t.co/HIMREro21A;depósitos;POS;POS;POS
El precio del alquiler ahoga al empleo turístico a las puertas del verano https://t.co/FWBapYyNrc;alquiler;POS;NEG;NEG
La morosidad del Estado crece al nivel máximo en 20 años y asfixia a las pymes: ya debe 110.000 millones https://t.co/wMipWFb0RB;pymes;NEG;NEG;POS
Los economistas alertan del sobredimensionamiento del sector público español y rebajan el crecimiento al 3,9% https://t.co/KxGl8uqrjd;crecimiento ;NEG;NEG;NEG
La carrera contrarreloj de las marcas por patrocinar cuanto antes a Carlos Alcaraz https://t.co/0AVi7krpVH;marcas;POS;POS;NEG
La temporalidad encubierta se dispara en la nueva contratación de fijos discontinuos tras la reforma laboral https://t.co/DoSsAeSFLg;temporalidad;POS;NEG;NEG
Aviso del Banco de España: el bono del alquiler puede inflar aún más los precios https://t.co/GloIXleAfH;alquiler ;POS;NEG;NEG
La industria de bebidas se compromete a que el 50% de los refrescos en España sean bajos o sin calorías en 2025 https://t.co/6nYnRPYIiO;refrescos;POS;POS;NEG
Lagarde admite que no hay consenso dentro del BCEpara la primera subida de tipos de interés https://t.co/Lkqw9nnfHj;tipos;NEG;POS;POS
Estas son las 44.780 plazas que se incluyen en la oferta de empleo público para 2022 https://t.co/jChwsLYVo8;empleo;POS;POS;POS
Garamendi rechaza ahora la subida de pensiones con el IPC y exige que se revise la ley aprobada hace seis meses https://t.co/Nuwt2LkmbN;pensiones;NEG;NEG;NEG
El Estado se queda en impuestos y cotizaciones sociales casi el 40% de la retribución de cada trabajador https://t.co/9P1QQG6Qgt;Estado;POS;NEG;NEG
El Consejo de Ministros aprueba elevar a casi 45.000 plazas «la mayor oferta pública de empleo de la historia» https://t.co/smYVT7yoQI;empleo;POS;POS;POS
La receta del CNMV para la próxima crisis: facilitar el acceso a la financiación sin vulnerar a los inversores https://t.co/trlEb8zn3v;CNMV;POS;POS;POS
Ribera se corrige ella misma y deja en el 15% la rebaja prevista de la luz del 30% al topar el precio del gas https://t.co/b5le2I8KHh;luz;POS;POS;POS
Amenaza de huelga en Ryanair: los sindicatos barajan paros europeos justo antes de agosto https://t.co/XfIczhIwJZ;Ryanair;NEG;NEG;POS
Gobierno y sindicatos pactan una oferta histórica de 30.000 plazas de funcionarios, 4.000 de ellos interinos https://t.co/MKxaDvPKNL;funcionarios ;POS;POS;POS
Bruselas desvela que Sánchez mantiene su plan para subir los impuestos en 2023 https://t.co/W64uLMqfxN;impuestos ;POS;NEG;NEG
Lagarde apunta a julio para la primera subida de tipos y a septiembre para abandonar las tasas negativas https://t.co/jD3SnkmtdT;tipos;POS;NEG;NEG
Dos de cada tres autónomos prevén subir sus precios si se mantiene la espiral inflacionista https://t.co/hi0V7sQago;autónomos ;POS;NEG;NEG
La inflación acorrala al turismo: vacaciones de verano más cortas y menos gasto en restaurantes https://t.co/nEIt6dnTXq;turismo;NEG;NEG;NEG
La técnica de la ‘cheapflation’ o cómo conseguir que sigas comprando pese a la subida de precios en el súper https://t.co/QjuVS0UVfZ;cheapflation;POS;POS;POS
El Gobierno carga sobre los funcionarios la mitad del coste de la subida de las cotizaciones https://t.co/SBfnschtj7;funcionarios ;NEG;NEG;NEG
Los pisos turísticos resucitan y agudizan la escasez del alquiler https://t.co/woQkLS0oB4;alquiler;NEG;NEG;NEG
Microsoft anuncia la construcción «en los próximos meses» de tres centros de datos en Madrid https://t.co/PlE7CCdr50;Microsoft ;POS;POS;NEG
Los planes de pensiones de Escrivá restarán hasta 5.000 millones de ingresos en cuotas a la Seguridad Social https://t.co/DMt5EEUCJt;Seguridad Social;NEG;NEG;NEG
Escrivá rechaza más de 1.500 millones de euros de incentivos fiscales para el fondo público de pensiones https://t.co/6NZHG2PeF7;pensiones ;NEG;NEG;NEG
El Banco de España alerta de niveles de deuda y déficit sin precedentes si no se reduce el gasto en pensiones https://t.co/qH2byQVd1j;deuda;POS;NEG;NEG
El Supremo blinda los descuentos que Correos ofrece a AA.PP., bancos o eléctricas por buzonear sus envíos https://t.co/nM896KubUN;Correos;NEG;POS;POS
El G7 prepara un Plan Marshall para Ucrania de 5.000 millones de euros mensuales https://t.co/uGmyjKLgAS;Ucrania ;POS;POS;POS
Las bajas se disparan un 50% y el gasto en absentismo roza los 20.000 millones https://t.co/dPpNlCioNB;bajas;POS;NEG;NEG
El emir de Catar anuncia una inversión en España de 4.700 millones de euros https://t.co/2qZfplDoQc;España;POS;POS;POS
El TJUE admite reclamar por las cláusulas abusivas de hipotecas ejecutadas y con la vivienda vendida https://t.co/dH96CfqxpF;TJUE;POS;POS;POS
La deuda pública vuelve a subir en marzo y repunta hasta el récord de 1,453 billones de euros https://t.co/UGEuN1UVHP;deuda;NEG;NEG;NEG
Peligra la aprobación del fondo público de pensiones por rechazo de los socios de Gobierno a la 'reforma Escrivá' https://t.co/NePX77JSAe;pensiones;NEG;NEG;NEG
Italia busca 400.000 trabajadores para salvar la industria turística durante el verano https://t.co/ilY6PrTjEb;Italia;POS;POS;POS
Caixabank aspira a una rentabilidad del 12% y generar 9.000 millones de capital para los accionistas https://t.co/2IRRxUakYh;Caixabank;POS;POS;NEG
Alemania legaliza las expropiaciones de empresas energéticas en situación de emergencia https://t.co/INZ6jwqfaz;Alemania ;POS;POS;POS
Musk paraliza el acuerdo para comprar Twitter hasta conocer más detalles sobre el número de cuentas falsas https://t.co/RFcQ0tUckP;Twitter;NEG;POS;POS
Luz verde al crédito con el que Iberia tomará el 20% de Air Europa https://t.co/Tv620hOf8k;Iberia;POS;POS;NEG
El Gobierno fuerza una bajada de la luz a costa de los beneficios 'extraordinarios' de las eléctricas https://t.co/qSHXYbJbpe;luz;NEG;POS;NEG
La Sareb de Calviño legalizará a sus okupas con alquileres sociales https://t.co/QENJ26uB0J;okupas;POS;POS;POS
Apple da el salto al 5G con el iPhone 12;Apple;POS;POS;NEG
Bankinter gana 220 millones hasta septiembre, un 50% menos;Bankinter;NEG;NEG;POS
Vueling garantiza el empleo de todos sus pilotos hasta el final de 2021;Vueling;POS;POS;NEG
La actividad empresarial de la zona euro se contrajo en octubre por el empeoramiento de la epidemia;actividad empresarial;NEG;NEG;NEG
Inditex firma un acuerdo para mantener el empleo con la transformación digital de la empresa;Inditex;POS;POS;NEG
"Macron renuncia a su pensión vitalicia para dar ""ejemplo""";Macron;NEG;POS;POS
La segunda ola del coronavirus desploma un 82% el tráfico de los aeropuertos en España;aeropuertos;NEG;NEG;NEG
La fiscalidad del automóvil se atasca en cinco carteras ministeriales;fiscalidad del automóvil;NEG;NEG;POS
El Gobierno aprueba hoy bajar el IVA de las mascarillas al 4% y ampliar los avales del ICO;Gobierno;POS;POS;POS
Las inmobiliarias se lanzan a comprar supermercados por 600 millones;inmobiliarias;POS;POS;POS
El deporte alcanza el 3,3% del PIB español y genera 414.000 empleos;deporte;POS;POS;POS
País Vasco, Castilla-La Mancha y Madrid se salvan de la debacle del paro en noviembre;País Vasco;POS;POS;POS
El Covid-19 recorta en 2.150 millones el beneficio de las cotizadas catalanas;El Covid-19;NEG;NEG;NEG
Francia prepara hasta 5.000 millones de ayuda a Air France para la primavera, según RTL;Air France;POS;POS;NEG
O'Leary no ve claro el futuro de IAG como dueña de British Airways tras el Brexit;futuro IAG;NEG;NEG;POS
Xavier Labandeira: “España es uno de los países más vulnerables al cambio climático”;España;NEG;NEG;NEG
Dia ficha al exdirector financiero de Vips e incorpora al consejo a su responsable en Brasil;Dia;POS;POS;NEG
Vuelve el vértigo a los inversores en IAG y las aerolíneas europeas;inversores IAG;NEG;NEG;POS
Los cuatro fondos de Bolsa que ganan más del 27%;fondos Bolsa;POS;POS;POS
Deutsche Bank dejará de hacer nuevos negocios con Trump tras décadas de colaboración;Deutsche Bank;NEG;NEG;POS
El bono americano ya deja pérdidas del 2,4% en el año;bono americano;NEG;NEG;NEG
La SEC investiga a Exxon por la valoración de sus activos de la Cuenca Pérmica;Exxon;NEG;NEG;POS
El arte contemporáneo se encarece un 48%, según Artprice;arte contemporáneo;POS;NEG;NEG
Fitch mantiene la nota de la deuda griega en 'BB' con perspectiva estable;deuda griega;POS;POS;POS
Crece el temor ante una burbuja tecnológica y los hedge funds se hacen fuertes en plena pandemia;burbuja tecnológica;NEG;NEG;NEG
El fondo de recuperación de la UE 'va demasiado lento', según el ministro de economía francés;fondo recuperación UE;NEG;NEG;NEG
Peligroso atasco en los fondos que invierten en renovables;fondos;NEG;NEG;NEG
España, a la cola en la concesión de ayudas públicas en Europa: destina solo el 0,4% del PIB;España;NEG;NEG;NEG
Los economistas critican el plazo de entrada en vigor de la Ley de Auditoría;Ley Auditoría;NEG;NEG;NEG
Renfe pierde 480 millones tras un año sin apenas viajeros en el AVE;Renfe;NEG;NEG;POS
El Banco de Inglaterra no mueve ficha, pero anuncia una recuperación muy rápida de la economía en 2021;Banco;POS;POS;POS
Santander aprueba la salida a Bolsa de Getnet para impulsar su nueva plataforma de pagos PagoNxt;Santander;POS;POS;NEG
Alcampo amplía capital tras culminar su reestructuración societaria en España;Alcampo;POS;POS;NEG
70 puestos cotizados para trabajar en 12 sectores emergentes;70 puestos cotizados;POS;POS;POS
Gransolar explora su venta por hasta 1.000 millones;Gransolar;POS;POS;NEG
Así es el plan del Gobierno para salvar empresas: quitas y entrar en el capital;plan Gobierno ;POS;POS;POS
Three Gorges cierra la compra de las renovables de los Masaveu;Three Gorges;POS;POS;NEG
Los analistas apuntan a que Telefónica bajará el dividendo para mejorar su posición financiera;Telefónica;POS;POS;NEG
España, el país de la Unión Europea donde más crece la desigualdad salarial;España;NEG;NEG;POS
Las lagunas legislativas sobre la intervención de las CCAA amenazan la eficacia de los Perte;lagunas legislativas;NEG;NEG;NEG
Aena destinará al menos 1.500 millones de euros a ampliar El Prat a partir de 2024;Aena;POS;POS;POS
"Richi Arambarri (Vintae): ""La empresa no está para que vivamos mejor""";empresa;NEG;NEG;NEG
Stripe, el mayor 'unicornio' de Silicon Valley tras ser valorada en 95.000 millones de dólares;Stripe;POS;POS;NEG
Cinco valores triplican la recuperación del Ibex en los últimos 12 meses;Ibex;POS;POS;POS
Wikipedia lanzará su versión de pago para empresas a final de año;Wikipedia;POS;NEG;NEG
Samsung lanza dos nuevos smartphones de gama media con mejores pantallas y 5G;Samsung;POS;POS;NEG
El Ibex salva los 8.400 puntos gracias al giro alcista en Wall Street;Ibex;POS;POS;POS
El asistente oficial de Hacienda cuyas soluciones podrás descargar en PDF;asistente Hacienda;POS;POS;POS
Codere pide 100 millones más a sus bonistas y estudia capitalizar parte de su deuda;Codere;POS;POS;NEG
CaixaBank iniciará este lunes la unificación de la marca en su red de oficinas;CaixaBank;POS;POS;NEG
Las trabajadoras en ERTE no pueden cobrar la prestación por riesgo en el embarazo;trabajadoras;NEG;NEG;NEG
Francia dará primas a los que desguacen su coche para comprar una bicicleta;Francia;POS;POS;POS
Cellnex cierra su macroampliación de capital con fuerte demanda;Cellnex;POS;POS;NEG
Meliá trabaja en China con ocupaciones que llegan incluso al 100%;Meliá;POS;POS;NEG
El Gobierno se compromete a subir las pensiones conforme al IPC y no habrá compensaciones por inflación negativa;pensiones;POS;POS;POS
Openbank, nuevo patrocinador oficial del Mutua Madrid Open;Openbank;POS;POS;NEG
Cellnex salta mañana al cuarto puesto por capitalización;Cellnex;POS;POS;NEG
ETL lanza Medvision para el colectivo médico;Medvision;POS;POS;NEG
Renfe suspende una licitación de 1.300 millones por contaminante;Renfe;POS;POS;NEG
Catarata de subidas de impuestos y nuevas tasas para este año y 2022;impuestos tasas;NEG;NEG;NEG
Las aseguradoras verán reducida su red bancaria en 1.560 oficinas;aseguradoras;NEG;NEG;NEG
Ferrovial y Acciona impugnan el principal contrato de Colau;Ferrovial;NEG;NEG;POS
CaixaBank planea igualar las condiciones laborales de su plantilla y la de Bankia;CaixaBank;POS;POS;NEG
Los usuarios del transporte público aumentaron un 31,6% en marzo, la primera subida en pandemia;usuarios;POS;POS;POS
Nestlé, Heineken y P&G fueron las marcas que más innovación llevaron a los supermercados en 2020;Nestlé;POS;POS;NEG
El Gobierno encarecerá el recibo de la luz por la interconexión con Marruecos;luz;POS;NEG;NEG
BBVA, primer banco español en sumarse a la Alianza para la Contabilidad del Carbono;BBVA;POS;POS;NEG
WhatsApp añade nuevas funciones para mejorar la comunicación entre empresas y clientes;WhatsApp;POS;POS;POS
CaixaBank se abre a rebajar más los despidos por el ERE;CaixaBank;POS;POS;NEG
Acerinox se desploma un 7%: Nippon Steel coloca el 7,9% a 10,2 euros;Acerinox;NEG;NEG;POS
Las empresas ya trasladan a los precios la presión de las materias primas y la energía;empresas;NEG;NEG;NEG
Así es como Tous, Scalpers y D.Franklin pisan el acelerador digital tras el Covid-19;Tous;POS;POS;NEG
Openbank abarata la hipoteca fija a los clientes más diligentes;Openbank;POS;POS;NEG
Primafrio cancela su salida a Bolsa por la baja demanda;Primafrio;NEG;NEG;POS
Primafrio aplaza su salida a Bolsa;Primafrio;NEG;NEG;POS
El Tribunal Supremo convierte en indefinidos a los interinos que lleven más de tres años en la Administración;indefinidos;POS;POS;POS
Repsol sale al mercado para captar 1.250 millones en deuda sostenible;Repsol;POS;POS;NEG
Un plan de acción para reflotar el sector turístico;plan acción;POS;POS;POS
La banca puede convertirse en el sector con mayor rentabilidad por dividendo;banca;POS;POS;NEG
Alemania podría incluir a toda España en la zona de riesgo por Covid;España;NEG;NEG;NEG
"Santander: ""Estamos atentos a oportunidades inorgánicas en EEUU""";Santander;POS;POS;NEG
Recuperación e inflación, protagonistas de este semestre en los fondos;Recuperación;POS;POS;POS
La firma de hipotecas alcanza niveles prepandemia y el tipo fijo gana adeptos;firma de hipotecas;POS;POS;POS
Tras los descalabros del lunes, el Ibex 35 lanza un claro mensaje de fortaleza;Ibex;POS;POS;POS
Santander planta cara a los gigantes de Wall Street;Santander;POS;POS;NEG
El Corte Inglés eleva un 14% la deuda desde febrero tras unos gastos extra de 220 millones;Corte Inglés;NEG;NEG;POS
Wallbox promete a sus inversores la instalación de nuevas plantas por todo el mundo;Wallbox;POS;POS;NEG
Goldman baja del 9% al 5,5% su previsión de alza del PIB de EE UU del tercer trimestre;Goldman;NEG;NEG;NEG
Disa redujo un 38% su negocio petrolero por el Covid;Disa;NEG;NEG;POS
El IPC escala al 3,3% y elevará la factura de las pensiones en más de 3.200 millones;IPC;POS;POS;POS
"La banca europea afronta su ""última oportunidad"" para crear un gran campeón de los pagos";banca europea;POS;POS;POS
La reforma de las pensiones sigue estando pendiente;pensiones;NEG;NEG;NEG
La UE y AstraZeneca ponen fin a la batalla legal por los retrasos de entregas de vacunas;UE;POS;POS;POS
Fitch, Moody's y S&P otorgan grado de inversión a Cepsa;Cepsa;POS;POS;NEG
Frinsa, proveedor de atún de Lidl o Carrefour, facturó un récord de 588 millones en 2020;Frinsa;POS;POS;NEG
El proyecto energético del Gobierno sale victorioso de su reválida en el Congreso;proyecto energético;POS;POS;POS
Google reduce beneficio en España tras elevar un 31% la plantilla de la filial;Google;NEG;NEG;POS
Mirakl capta 472 millones para expandir el negocio de los 'marketplace';Mirakl;POS;POS;NEG
Calviño aboga por retrasar la reforma fiscal hasta la recuperación;reforma fiscal;NEG;NEG;NEG
Los economistas ultiman rebajar del 6% su previsión de crecimiento para 2021 tras la revisión a la baja del INE;crecimiento;NEG;NEG;NEG
Las autoridades chinas detienen al presidente y al consejero delegado de HNA;HNA;NEG;NEG;POS
La voracidad de China con el carbón impulsará aún más los precios de la energía;precios energía;POS;NEG;NEG
"Argelia garantiza a España ""la continuidad del suministro"" de gas";España;POS;POS;POS
Diez años después de la muerte de Steve Jobs, Apple sigue siendo la empresa más valiosa del mundo;Apple;POS;POS;NEG
Renfe afronta mañana un nuevo día de paros parciales de los maquinistas;Renfe;NEG;NEG;POS
La UE reduce su lista de paraísos fiscales en medio del escándalo por los 'Papeles de Pandora';UE;POS;POS;POS
Más recortes para el ahorro en planes de pensiones;planes pensiones;NEG;NEG;NEG
Presupuesto populista con cimientos frágiles;Presupuesto populista;NEG;NEG;NEG
Empieza el juicio por los 500 seísmos que causó la inyección de gas en Castor;Castor;NEG;NEG;NEG
Bancos y turísticas frenan el repunte de pagos de dividendos en 2021;pagos dividendos;NEG;NEG;NEG
CaixaBank pierde cuota en empresas por la fusión: ganan Bankinter y Sabadell;CaixaBank;NEG;NEG;POS
Los grandes valores más baratos de Europa incluyen a Banco Santander y BBVA;Satander;POS;POS;NEG
Las 'Big Tech' crecen un 26% con el impulso de Microsoft y Google;Big Tech;POS;POS;POS
Squid: así colapsó la criptomoneda del ‘Juego del calamar’;Squid;NEG;NEG;POS
Facebook sabe que es nocivo para 360 millones de usuarios, el 12,5% del total;Facebook;NEG;NEG;NEG
Biden no cree que la OPEP+ vaya a ayudar con los precios del petróleo;OPEP+;NEG;NEG;NEG
Sabadell coloca 750 millones de euros en ‘cocos’ al 5%;Sabadell;POS;POS;NEG
Igualada reinventa su industria de la moda: tricot para el ‘fast fashion’ y piel para el lujo;Igualada;POS;POS;POS
La Caixa invierte 150 millones en un proyecto urbanístico en Andorra;Caixa;POS;POS;NEG
Glencore vende un 40% de su negocio agrícola a un fondo canadiense;Glencore;POS;POS;NEG
Pikolin, único finalista español al premio a la Excelencia Logística;Pikolin;POS;POS;NEG
Las ventas de vehículos de ocasión cae un 9,7% en el primer trimestre del año;ventas de vehículos;NEG;NEG;NEG
La incubadora del CEEIARAGON acoge tres nuevas empresas;CEEIARAGON;POS;POS;NEG
El agua, elemento imprescindible para el desarrollo económico;agua;POS;POS;POS
Grup Peralada compra el edificio de Versace en el Passeig de Gràcia;Grup Peralada;POS;POS;NEG
El BCE invierte 348 millones en sus primeras compras de bonos de empresas;El BCE;POS;POS;POS
Los hogares aragoneses podrían ahorrar 158 millones al año en la factura energética;hogares aragoneses;POS;POS;POS
La AIReF asegura que el PIB creció un 0,75% en el segundo trimestre y repuntará un 0,8% en el tercero;PIB;POS;POS;POS
El sector servicios crece al ritmo más rápido desde noviembre;sector servicios;POS;POS;POS
"Ortiz devuelve 41 millones a Ikea y reclama 20 millones a Alicante y el Consell por ""errores""";Ortiz;NEG;NEG;POS
Los ‘nuevos’ ERTE mantienen la prohibición de despedir y eliminan las ventajas sociales a las empresas que no formen;ERTE;POS;POS;NEG
Santander ganó 2.911 millones de euros, un 32% menos, y supera previsiones;Santander;POS;POS;NEG
Hugo Boss advierte de que no cumplirá previsiones por el descenso de ventas en China;Hugo Boss;NEG;NEG;POS
Avinatur sitúa su planta de Granada a la cabeza del sector;Avinatur;POS;POS;NEG
Pérez Baquero abrirá un hotel de 5 estrellas junto a Plaça Catalunya;Pérez Baquero;POS;POS;NEG
Banco Sabadell supera las previsiones y eleva su beneficio un 11,6% hasta septiembre;Banco Sabadell;POS;POS;NEG
El número de desempleados aumenta en 932 personas en octubre;número desempleados;NEG;NEG;NEG
Destinia cierra el 'Black Friday' con una subida del 34% en su facturación;Destinia;POS;POS;NEG
El verano creó 5.000 empleos más en los mayores destinos;empleo;POS;POS;POS
El Sorteo de Navidad deja 1,46 millones en la provincia de Badajoz;Badajoz;POS;POS;POS
Grocasa Hipotecas consolida su crecimiento en 2021;Grocasa Hipotecas;POS;POS;NEG
Las empresas han dado un salto de competitividad;empresas;POS;POS;POS
Los trabajadores de Nueva Pescanova irán a la huelga el 14 y el 21 de marzo;trabajadores de Nueva Pescanova;NEG;NEG;POS
China lidera una nueva energía nuclear, limpia y barata, basada en el torio;China;POS;POS;POS
El Chart de Hódar: Liberbank, a la cabeza del sector;Liberbank;POS;POS;NEG
Moneycorp crece en España con las miras puestas en América Latina;Moneycorp;POS;POS;NEG
Wall Street vuelve a tirar del carro;Wall Street;POS;POS;POS
El PIB francés crece un 0,3% en el primer trimestre;PIB;POS;POS;POS
Empark se adjudica su primer contrato en Francia;Empark;POS;POS;NEG
Apple añade a su familia de tabletas un iPad Pro de 10,5 pulgadas;Apple;POS;POS;NEG
Primark abre la tienda más grande de Cataluña en Tarragona;Primark;POS;POS;NEG
España, el país más barato de la eurozona para comprar ropa;España;POS;POS;POS
IBM presenta un procesador cuántico cuya capacidad de cálculo es imposible de simular con un ordenador clásico;IBM;POS;POS;NEG
Diez planes de pensiones con rentabilidades superiores al 30%;planes de pensiones;POS;POS;POS
Boeing sube en bolsa después de volver a la senda de los beneficios tras dos años;Boeing;POS;POS;NEG
Ericsson podría recortar hasta 25.000 empleos fuera de Suecia;Ericsson;NEG;NEG;POS
La producción industrial modera su avance en julio con un alza del 2%;producción industrial;POS;POS;POS
Las empresas del Ibex 35 desaprovechan el potencial de las redes sociales;empresas;NEG;NEG;NEG
Las gestoras catalanas frenan los reembolsos de sus fondos;gestoras catalanas;NEG;NEG;NEG
El fondo Lone Star cierra la compra de Novo Banco;Lone Star;POS;POS;NEG
Ávoris compra a Globalia la marca Latitudes;Ávoris;POS;POS;NEG
Pensiones en España: tenemos un problema;Pensiones;NEG;NEG;NEG
Solaria ganó 5,6 millones de euros hasta septiembre, casi el doble;Solaria;POS;POS;NEG
Vodafone, una vieja estrella de rock;Vodafone;POS;POS;NEG
Fomento tendrá licitadas las obras de los seis tramos del Corredor Murcia-Almería antes de junio de 2018;Fomento;POS;POS;POS
El Gobierno destaca el ejemplo de reconversión de Chocolates Trapa;Chocolates Trapa;POS;POS;NEG
Allen & Overy y Herbert, las marcas más valoradas de Europa;Allen Overy;POS;POS;NEG
Correos abre su Departamento de Envíos Extraordinarios por Navidad;Correos;POS;POS;NEG
El Gobierno de Aragón resuelve casi mil becas para universitarios aragoneses;Gobierno de Aragón;POS;POS;POS
"Roberto Scholtes: ""La Bolsa europea puede subir hasta un 12% este año""";La Bolsa europea;POS;POS;POS
El precio de la vivienda nueva sube un 5% en 2017, la mayor subida en diez años;precio vivienda nueva;POS;NEG;NEG
El futbolista del Real Madrid Marcelo paga medio millón de euros a Hacienda y evita una pena de cárcel de 4 meses;Marcelo;NEG;POS;POS
HSBC toma un 6,9% de Axiare en plena opa de Colonial;HSBC;POS;POS;NEG
Aragón sigue fortaleciendo sus relaciones comerciales con Yiwu;Aragón;POS;POS;POS
Inditex es optimista ante el cierre de su ejercicio;Inditex;POS;POS;NEG
El recibo de la luz bajaría un 55% en 2050 si se cumpliera la reducción de emisiones;recibo luz;NEG;POS;POS
Ana Botín ingresará este jueves 1,21 millones de euros por el tercer dividendo a cuenta de Santander;Ana Botín;POS;POS;NEG
"Siemens Gamesa: el ajuste de plantilla no se hizo bien porque ""hubo mucho ruido y rumores""";Siemens Gamesa;NEG;NEG;POS
Aena estudia mejorar el dividendo para aplacar las exigencias de TCI;Aena;POS;POS;NEG
España pierde su segundo arbitraje internacional por el recorte de las primas a las renovables;España;NEG;NEG;NEG
Así puede obligarte tu banco a pagar comisiones: puede pasar en esos casos;banco;POS;NEG;NEG
Amazon duplicará plantilla en España con la creación de 1.600 empleos en 2018;Amazon;POS;POS;NEG
Citroën lanza unas gafas antimareo para facilitar la operación salida y los viajes en coche;Citroën;POS;POS;NEG
El mayor fabricante mundial de semiconductores, afectado por un virus informático;fabricante;NEG;NEG;POS
Tercer mes a la baja en el Ibex-35;Ibex;NEG;NEG;NEG
Las bolsas suben aupadas por el crudo y pese al FMI;bolsas;POS;POS;POS
Aena registró 42,7 millones de pasajeros hasta marzo, un 14,4% más;Aena;POS;POS;NEG
Se duplican los accidentes laborales mortales en Euskadi, con once fallecidos hasta marzo;accidentes laborales;NEG;NEG;NEG
Los maquinistas de Renfe convocan cuatro días de huelga en junio;Renfe;NEG;NEG;POS
España se mantiene como el segundo país de la eurozona con mayor tasa de paro;España;NEG;NEG;NEG
El Ibex recupera un 2,48% de la sangría 'post-Brexit';Ibex;POS;POS;POS
Amazon planta cara a El Corte Inglés: entrega en 1 hora alimentos frescos;Amazon;POS;POS;NEG
Picardo: «Un 'brexit' duro para el Reino Unido amenazaría la economía de Gibraltar»;economía Gibraltar;NEG;NEG;NEG
Un 20% de las horas extras trabajadas en la hostelería son en negro;horas extras;NEG;NEG;NEG
Sánchez anuncia nuevas ayudas a los hogares vulnerables en invierno;hogares vulnerables;POS;POS;POS
Unicaja ofrece prejubilaciones a los 57 años en su ERE;Unicaja;POS;NEG;NEG
El G7 empuja la reforma fiscal que obligará a pagar más a las multinacionales;multinacionales;POS;POS;NEG
Los carburantes repuntan a nuevos máximos y acumulan un encarecimiento de hasta el 15%;carburantes;POS;NEG;NEG
Calviño quiere aumentar el escaso 7% de pymes que trabajan con Inteligencia Artificial;pymes;POS;POS;NEG
Francia estrena el derecho a la 'desconexión' laboral;desconexión laboral;POS;POS;NEG
El acuerdo extrajudicial contempla la devolución de las cláusulas suelo en tres meses;cláusulas suelo;POS;POS;POS
Maroto prevé «meses duros» pero confía en recuperar el turismo antes del verano;turismo;POS;POS;POS
La mitad de los españoles reducirá sus gastos esta Navidad;españoles;POS;POS;NEG
Una de cada diez empresas cerrará y la mitad entrará en pérdidas;empresas;NEG;NEG;NEG
La cuota de los autónomos sube hasta 24 euros más al mes;cuota;NEG;NEG;NEG
Los desahucios, en el nivel más bajo desde 2014, tras caer un 6,4% el año pasado;desahucios;POS;POS;POS
BBVA y Sabadell se repartirán la cúpula de la entidad fusionada;BBVA;POS;POS;NEG
El Ibex 35 lidera Europa y se asienta sobre los 9.800 puntos;Ibex;POS;POS;POS
La banca estadounidense también se suma al exilio fiscal;banca estadounidense;NEG;NEG;NEG
El Popular cierra su semana negra con pérdidas de 800 millones en Bolsa;Popular;NEG;NEG;POS
La fortaleza del euro entorpece la recuperación del Viejo Continente;recuperación del Viajo Continente;NEG;NEG;NEG
Calviño calcula un crecimiento superior al 10% en el tercer trimestre;crecimiento;POS;POS;POS
El sector 'fintech' se alía con el ahorro;sector fintech;POS;POS;POS
