Tweet;Target;Sent_Target;Sent_Sociedad;Sent_Empresas;tweet_clean
"SIA (Indra) adquiere la extremeña Mobeel para crecer en identidad digital
https://t.co/RanDa8BkHV";SIA;POS;POS;NEG;sia indra adquiere extremeña mobeel crecer identidad digital
"La mitad de consumidores españoles tiene en cuenta la sostenibilidad a la hora de realizar sus compras, según un estudio
https://t.co/bAzfsMDukv";sostenibilidad;POS;POS;POS;mitad consumidores españoles cuenta sostenibilidad hora realizar compras según estudio
"S&amp;P rebaja el rating de El Salvador y advierte de las vulnerabilidades financieras y de deuda del país
https://t.co/jfQiYj6gbR";rating;POS;POS;POS;sampp rebaja rating salvador advierte vulnerabilidades financieras deuda país
"Ucrania sube tipos al 25% en la primera intervención del banco central desde la invasión rusa
https://t.co/1AmZolBvRi";tipos;POS;NEG;NEG;ucrania sube tipos primera intervención banco central invasión rusa
"Empleados de Repsol adquieren 134.064 acciones de la compañía como parte del plan de incentivos
https://t.co/pR7MxLPkXA";empleados Repsol;POS;POS;NEG;empleados repsol adquieren acciones compañía parte plan incentivos
"Díaz replica al Banco de España que la mayoría de pensiones no llega a mil euros y defiende subirlas al IPC
https://t.co/aXzqKDPvxb";pensiones;NEG;NEG;NEG;díaz replica banco españa mayoría pensiones llega mil euro defiende subirlas ipc
"El empleo en el sector fintech en España creció un 210% en el primer trimestre del año, según un informe
https://t.co/mHc2jw4PDS";empleo;POS;POS;POS;empleo sector fintech españa creció primer trimestre año según informe
"La demanda eléctrica baja en España un 0,4% en mayo, según Red Eléctrica
https://t.co/3ReC8pfyNu";eléctrica;POS;POS;POS;demanda eléctrica baja españa mayo según red eléctrica
"El Tesoro coloca 4.761 millones y eleva el interés del bono a 10 años por encima del 2,1%
https://t.co/r1GMUb242n";interés;POS;POS;POS;tesoro coloca millones eleva interés bono años encima
"Repsol invertirá 105 millones en construir en Puertollano una fábrica pionera en España de 'super polímero'
https://t.co/S0RfrgIu3J";Repsol;POS;POS;NEG;repsol invertirá millones construir puertollano fábrica pionera españa super polímero
"La industria de la moda duplicará sus inversiones tecnológicas para el 2030 #GO
https://t.co/OsGnmNMK3l";industria moda;POS;POS;NEG;industria moda duplicará inversiones tecnológicas go
"El Abogado General del TUE exime de responsabilidad a Amazon por la venta de productos falsificados
https://t.co/nxIe0mJXHQ";Amazon;POS;POS;NEG;abogado general tue exime responsabilidad amazon venta productos falsificados
"Renfe adjudica a Acciona y Clece la limpieza de los trenes por 243 millones de euros
https://t.co/XNvufFxNBI";Acciona Clece;POS;POS;NEG;renfe adjudica acciona clece limpieza trenes millones euro
"Díaz celebra los ""cambios intensos y rápidos"" en la calidad del empleo tras la reforma laboral
https://t.co/s4CUv1GEQi";empleo;POS;POS;POS;díaz celebra cambios intensos rápidos calidad empleo tras reforma laboral
"El precio de la luz cae ligeramente este viernes, pero se mantiene por encima de los 214 euros/MWh
https://t.co/xNMRajf1ET";luz;NEG;POS;POS;precio luz cae ligeramente viernes mantiene encima eurosmwh
"UGT defiende que la mejora del empleo ""exige una subida generalizada de los salarios""
https://t.co/69YBcDtrNr";salarios;POS;POS;NEG;ugt defiende mejora empleo exige subida generalizada salarios
"USO lamenta que se cree empleo ""débil"" y que el crecimiento sea a distintas velocidades
https://t.co/YSkJ0oEVxf";empleo;NEG;NEG;NEG;uso lamenta cree empleo débil crecimiento distintas velocidades
"ATA ve positivos los datos del paro, pero destaca el frenazo en el número de nuevos autónomos
https://t.co/zSSLpdtDf4";paro;POS;POS;POS;ata ve positivos datos paro destaca frenazo número nuevos autónomos
"La inflación de la OCDE se disparó en abril al 9,2%, en máximos de 34 años
https://t.co/RSUm6tsFWx";inflación;NEG;NEG;NEG;inflación ocde disparó abril máximos años
"El #Ibex35 avanza sobre los 8.700 puntos (+0,21%) en la media sesión
https://t.co/RllUT2NRli https://t.co/oWhEQtqeYu";#Ibex35;POS;POS;POS;ibex avanza puntos medium sesión
"Las ampliaciones de capital caen un 76% en abril y dejan el acumulado con una caída superior al 36%
https://t.co/P7UKK2N5vd";capital;NEG;NEG;NEG;ampliaciones capital caen abril dejan acumulado caída superior
"Los precios industriales de la eurozona registraron en abril una subida récord del 37,2%
https://t.co/24gDUxxEoL";precios industriales;POS;NEG;NEG;precios industriales eurozona registraron abril subida récord
"El 20% de las gasolineras se encuentra en riesgo de impago, según Iberinform
https://t.co/V4GD4tQeTL";gasolineras;NEG;NEG;POS;gasolineras encuentra riesgo impago según iberinform
"Sánchez celebra los datos y destaca que hay menos de tres millones de parados por primera vez desde 2008
https://t.co/qomuZ2Ilwv";parados;POS;POS;POS;sánchez celebra datos destaca menos tres millones parados primera vez
"Montero dice que es un ""magnífico"" dato y destaca que la economía es ""robusta y sigue creciendo""
https://t.co/NFVZ1Gc2qn";economía;POS;POS;POS;montero dice magnífico dato destaca economía robusta sigue creciendo
"🔴 #ÚLTIMAHORA | El precio de la gasolina toca un nuevo máximo histórico y se 'come' ya un 75% de la subvención del Gobierno
https://t.co/Qb3YgDn39C";gasolina;POS;NEG;NEG;últimahora precio gasolina toca nuevo máximo histórico come subvención gobierno
"Escrivá pone en valor el alza de afiliados ""en un contexto de incertidumbre e inflación persistente""
https://t.co/4dcUTyCa5a";afiliados;POS;POS;POS;escrivá pone valor alza afiliados contexto incertidumbre inflación persistente
"La tecnológica AtSistemas saldrá a bolsa antes de que termine el año
https://t.co/nEPIk5qkDY";AtSistemas;POS;POS;NEG;tecnológica atsistemas saldrá bolsa termine año
"Toshiba recibe diez propuestas de inversión, incluyendo ocho para excluir de cotización la empresa
https://t.co/jXnTpV72ZQ";Toshiba;POS;POS;NEG;toshiba recibe diez propuestas inversión incluyendo ocho excluir cotización empresa
"Las ejecuciones hipotecarias sobre viviendas habituales suben un 3,4% interanual en el primer trimestre
https://t.co/WtL28slbeE";ejecuciones hipotecarias;POS;POS;POS;ejecuciones hipotecarias viviendas habituales suben interanual primer trimestre
"El #Ibex35 amanece con una subida del 0,43% y se aferra a los 8.700 enteros, con el crudo a la baja
https://t.co/QqCIzdmEah";#Ibex35;POS;POS;POS;ibex amanece subida aferra enteros crudo baja
"🔴#ÚLTIMAHORA | La Seguridad Social registra su mejor mayo desde 2018 al ganar 213.643 afiliados
https://t.co/4tBjTVswGb";Seguridad Social;POS;POS;POS;últimahora seguridad social registra mejor mayo ganar afiliados
"🔴#ÚLTIMAHORA | El paro baja de los 3 millones por primera vez desde 2008 tras reducirse en 99.512 personas en mayo
https://t.co/JJm78NmHRJ";paro;POS;POS;POS;últimahora paro baja millones primera vez tras reducirse persona mayo
"Sánchez recalca el ""crecimiento económico"" de España en la reunión con el presidente de Investcorp y llama a invertir https://t.co/St3gefsp14";económico;POS;POS;POS;sánchez recalca crecimiento económico españa reunión presidente investcorp llama invertir
"#LoMásLeído | Garzón avanza que el Gobierno estudia hacer más selectiva la bonificación al combustible
https://t.co/m1fuLtEIeJ";Gobierno;POS;NEG;NEG;lomásleído garzón avanza gobierno estudia hacer selectiva bonificación combustible
"#LoMásLeído | El Tribunal de la UE avala la disolución de Banco Popular y rechaza devolver el dinero a los accionistas
https://t.co/zFKFYsVKCa https://t.co/DL0H95HReJ";accionistas;NEG;NEG;NEG;lomásleído tribunal ue avala disolución banco popular rechaza devolver dinero accionistas
"#LoMásLeído | La actividad manufacturera de España repuntó en mayo, pero no despeja las sombras de estanflación, según PMI
https://t.co/juZIVtcwGQ";actividad manufacturera;POS;POS;POS;lomásleído actividad manufacturera españa repuntó mayo despeja sombras estanflación según pmi
"Los fabricantes añadirían 800.000 millones a su valor de mercado con una electrificación más rápida
https://t.co/fcPWzdWwOM";fabricantes;POS;POS;POS;fabricantes añadirían millones valor mercado electrificación rápida
"Pfizer venderá su participación del 32% en Haleon, la 'joint venture' con GSK
https://t.co/HTZUnpv8rW";Pfizer;NEG;NEG;POS;pfizer venderá participación haleon joint venture gsk
"El consumo de energía fotovoltaica de autoconsumo se ha quintuplicado desde 2019, según estudio
https://t.co/UGdczTB48D";energía fotovoltaica;POS;POS;POS;consumo energía fotovoltaica autoconsumo quintuplicado según estudio
"Prologis invierte 60 millones de euros en un nuevo centro logístico en Madrid
https://t.co/b03CV6R4D1";centro logístico;POS;POS;NEG;prologis invierte millones euro nuevo centro logístico madrid
"AliExpress abre su octava tienda física en España con la apertura en La Gavia (Madrid)
https://t.co/d1kezYPLrO";Aliexpress;POS;POS;NEG;aliexpress abre octava tienda física españa apertura gavia madrid
"El mundo debe invertir más de 3 billones al año para cumplir la meta de emisiones cero en 2050, según FMI
https://t.co/DQqF5y98cz";mundo;NEG;NEG;NEG;mundo debe invertir billones año cumplir meta emisiones cero según fmi
Banco de España rebajará la próxima semana su previsión de PIB en unas décimas y ligeramente la inflación https://t.co/rjAPQBjanj;Banco de España;POS;POS;POS;banco españa rebajará próxima semana previsión pib unas décimas ligeramente inflación
"Los fondos de inversión registran en mayo suscripciones netas positivas de 1.200 millones de euros
https://t.co/9nhnPMwtX1";fondos de inversión;POS;POS;POS;fondos inversión registran mayo suscripciones netas positivas millones euro
"La cosecha de cereales de invierno sufrirá un recorte del 21% esta campaña, según Asaja
https://t.co/9atCBKCelq";cosecha cereales;NEG;NEG;POS;cosecha cereales invierno sufrirá recorte campaña según asaja
"El laboratorio de microchips de Intel y BSC creará 300 empleos ""altamente cualificados""
https://t.co/dyg59VhNaK";empleos;POS;POS;POS;laboratorio microchip intel bsc creará empleos altamente cualificados
"El BCE evalúa positivamente a Croacia de cara a la adopción del euro en 2023
https://t.co/Iqf5K7ozQK";Croacia;POS;POS;POS;bce evalúa positivamente croacia cara adopción euro
"Evo Banco lanza una oferta de inversión indexada y reduce sus tarifas al ""mínimo histórico""
https://t.co/oJ7rTDzb2m";Evo Banco;POS;POS;NEG;evo banco lanza oferta inversión indexada reduce tarifas mínimo histórico
"Banco Santander lanza un servicio para ayudar a mejorar la eficiencia energética de las viviendas
https://t.co/lLYFAlNPrP";eficiencia energética;POS;POS;NEG;banco santander lanza servicio ayudar mejorar eficiencia energética viviendas
"El #Ibex35 pierde un 1,18% en la sesión, y cae a la cota de los 8.700 enteros, lastrado por Telefónica
https://t.co/cCOTf05ArT https://t.co/U4oWR64GTW";#Ibex35;NEG;NEG;NEG;ibex pierde sesión cae cota enteros lastrado telefónica
"Bruselas propone la entrada al euro de Croacia en 2023
https://t.co/vo3pbnSlJh";Croacia;POS;POS;POS;bruselas propone entrada euro croacia
"Hacienda ha devuelto ya 4.895 millones del IRPF a 7,4 millones de contribuyentes
https://t.co/N12kQQICYY";contribuyentes;POS;POS;POS;hacienda devuelto millones irpf millones contribuyentes
"Empresa Global | 💨Energía eólica offshore: 

👉Con la instalación de turbinas eólicas en el mar se obtiene el doble de energía eléctrica que en un parque terrestre medio

💡Ofrecido por @iberdrola https://t.co/AN6dwbsmCj";energía eléctrica;POS;POS;POS;empresa global energía eólica offshore instalación turbinas eólicas mar obtiene doble energía eléctrica parque terrestre medio ofrecido iberdrola
"Cuban cree que el 'criptoinvierno' será positivo: permitirá sobrevivir solo a los mejores activos

https://t.co/4IrXSTESBq";criptoinvierno;POS;POS;NEG;cuban cree criptoinvierno positivo permitirá sobrevivir solo mejores activos
"▶️#VÍDEO | El paro baja de los tres millones por primera vez desde 2008 con los indefinidos disparados

https://t.co/D7Xafd7jR9 https://t.co/4fNHyc22mW";paro;POS;POS;POS;vídeo paro baja tres millones primera vez indefinidos disparados
"El FIFA 22, en el ojo del huracán: se investiga al videojuego por ""explotar injustamente a los niños""

https://t.co/vUhpAyIIBp";videojuego;NEG;NEG;POS;fifa ojo huracán investiga videojuego explotar injustamente niños
"Supermercados contra la inflación 

✅Más ofertas
✅Marca blanca
✅Nuevos envases

https://t.co/9JnwNT4o8B";supermercados;POS;POS;NEG;supermercados inflación ofertas marca blanca nuevos envases
"📊 El Ibex 35 aún tiene camino: un tercio de los valores tiene un potencial superior al 20%

https://t.co/l8nfKEq40I https://t.co/CPjBqBsS1l";Ibex 35;POS;POS;POS;ibex aún camino tercio valores potencial superior
"Siro parará la producción en todas sus plantas tras quedarse sin comprador

https://t.co/vUEc7jeNML";Siro;NEG;NEG;POS;siro parará producción toda plantas tras quedarse comprador
"Mercedes diseña un plan inversor de 1.200 millones de euros para su planta de Vitoria

https://t.co/jdJf8QzSS8";Mercedes;POS;POS;NEG;mercedes diseña plan inversor millones euro planta vitoria
"La muerte de un clásico: se acabaron las bodas de Elvis Presley en Las Vegas

https://t.co/0Kqx8dzVyt";bodas;NEG;NEG;NEG;muerte clásico acabaron bodas elvis presley vega
"Mutua y El Corte Inglés arrancan con descuentos de hasta el 20% en seguros

https://t.co/thlOc42HHc";Mutua Corte Inglés;POS;POS;NEG;mutua corte inglés arrancan descuentos seguros
"❗️El riesgo de la estanflación nunca ha sido tan cierto como ahora

👇🏻👇🏻
https://t.co/PGcG77jYR0";estanflación;NEG;NEG;NEG;riesgo estanflación nunca sido tan cierto ahora
"Los fondos de gestión activa que logran rentabilidad de dos dígitos en medio del caótico año bursátil

https://t.co/Rcst20ctUp";fondos de gestión;POS;POS;POS;fondos gestión activa logran rentabilidad do dígitos medio caótico año bursátil
"Reynés (Naturgy): ""El mundo está condenado a que los precios del gas sigan subiendo""

https://t.co/Rde6S6rKMY";gas;NEG;NEG;NEG;reynés naturgy mundo condenado precios gas sigan subiendo
"Las empresas piden plazos más flexibles para contratar trabajadores foráneos

https://t.co/sLUkC5EGOK";empresas;POS;POS;POS;empresas piden plazos flexibles contratar trabajadores foráneos
"Madrid impulsa 3.000 millones de obra pública y casi dobla a Cataluña

https://t.co/qHK85LFeXk";Madrid;POS;POS;POS;madrid impulsa millones obra pública casi dobla cataluña
"La gigafactoría de Seat supondrá 8.000 millones en compras a proveedores

https://t.co/viVpnk9RU0";compras;POS;POS;POS;gigafactoría seat supondrá millones compras proveedores
"La asimetría es clara: los sueldos han subido un 5,9% desde 2016; la vivienda, un 15,6%
 
https://t.co/9uEQGgpMyX";sueldos;POS;POS;NEG;asimetría clara sueldos subido vivienda
