ID,Heading,Target,S. Target,S. Others,S. Society
220250,"El mayor fabricante mundial de semiconductores, afectado por un virus informático",fabricante mundial de semiconductores,-1,0,0
220615,Tercer mes a la baja en el Ibex-35,Ibex-35,-1,-1,-1
223765,Las bolsas suben aupadas por el crudo y pese al FMI,Las bolsas,1,1,1
223778,"Aena registró 42,7 millones de pasajeros hasta marzo, un 14,4% más",Aena,1,0,1
224589,Hacienda investiga otra lista de españoles con 6.600 millones en cuentas suizas,Hacienda,1,0,1
224630,"Se duplican los accidentes laborales mortales en Euskadi, con once fallecidos hasta marzo",accidentes laborales mortales,-1,-1,-1
226895,Los maquinistas de Renfe convocan cuatro días de huelga en junio,maquinistas de Renfe,-1,0,-1
227192,España se mantiene como el segundo país de la eurozona con mayor tasa de paro,España,-1,-1,-1
227194,De Guindos afirma que es compatible bajar el IRPF y reducir el déficit,De Guindos,1,1,1
228977,"El Ibex recupera un 2,48% de la sangría 'post-Brexit'",El Ibex,1,1,1
230430,Amazon planta cara a El Corte Inglés: entrega en 1 hora alimentos frescos,Amazon,1,-1,1
232726,Picardo: «Un 'brexit' duro para el Reino Unido amenazaría la economía de Gibraltar»,brexit,0,-1,-1
235019,Un 20% de las horas extras trabajadas en la hostelería son en negro,horas extras,-1,1,-1
235576,Un rebote que sabe a poco,Un rebote,-1,0,0
237299,Sánchez anuncia nuevas ayudas a los hogares vulnerables en invierno,ayudas a los hogares vulnerables,1,0,1
237643,Unicaja ofrece prejubilaciones a los 57 años en su ERE,Unicaja,1,0,-1
243798,El G7 empuja la reforma fiscal que obligará a pagar más a las multinacionales,G7,1,-1,0
245519,Los carburantes repuntan a nuevos máximos y acumulan un encarecimiento de hasta el 15%,Los carburantes,-1,-1,-1
245664,Calviño quiere aumentar el escaso 7% de pymes que trabajan con Inteligencia Artificial,Calviño,1,1,0
246749,Francia estrena el derecho a la 'desconexión' laboral,desconexión' laboral,1,-1,1
247438,El acuerdo extrajudicial contempla la devolución de las cláusulas suelo en tres meses,acuerdo extrajudicial,1,0,1
250324,Maroto prevé «meses duros» pero confía en recuperar el turismo antes del verano,Maroto,-1,-1,-1
251652,La mitad de los españoles reducirá sus gastos esta Navidad,mitad de españoles,-1,-1,-1
252608,Una de cada diez empresas cerrará y la mitad entrará en pérdidas,Una de cada diez empresas ,-1,-1,-1
252613,La cuota de los autónomos sube hasta 24 euros más al mes,cuota de los autónomos,-1,0,-1
252835,"Los desahucios, en el nivel más bajo desde 2014, tras caer un 6,4% el año pasado",Los desahucios,1,0,1
253089,BBVA y Sabadell se repartirán la cúpula de la entidad fusionada,BBVA,1,1,0
253405,El Ibex 35 lidera Europa y se asienta sobre los 9.800 puntos,Ibex 35,1,1,1
256100,La banca estadounidense también se suma al exilio fiscal,La banca estadounidense,-1,-1,0
257274,El Popular cierra su semana negra con pérdidas de 800 millones en Bolsa,El Popular,-1,0,0
257648,La fortaleza del euro entorpece la recuperación del Viejo Continente,La fortaleza del euro,-1,-1,-1
258058,Calviño calcula un crecimiento superior al 10% en el tercer trimestre,Calviño,1,1,1
260080,El sector 'fintech' se alía con el ahorro,El sector 'fintech',1,1,0
260439,"Inditex, Mercadona y Santander, las empresas con mejor reputación corporativa en España",Inditex,1,0,0
260775,"Bajas comisiones, factor esencial al elegir banco",Bajas comisiones,1,1,1
262661,Mercadona contrata a 7.000 personas para el verano,Mercadona,1,0,1
263176,Nissan amaga con cerrar la planta de Barcelona ante la huelga de la plantilla,Nissan,-1,0,-1
265649,Bankia asume otro ajuste de red y plantilla al absorber BMN,Bankia,1,0,-1
267682,Los hogares aumentaron sus compras un 180% esta semana ante el repunte del coronavirus,Los hogares,1,1,-1
267685,La CNMV prohíbe las ventas en corto sobre acciones de 69 sociedades por el impacto del coronavirus,La CNMV,-1,-1,0
269177,La UE devuelve a Panamá a su lista negra de paraísos fiscales,Panamá,-1,-1,-1
270332,Bankia defiende que el folleto de salida a Bolsa era un reflejo fiel y exhaustivo de su patrimonio,Bankia,1,0,0
272748,Ferrero compra a Nestle su negocio de dulces en EEUU por unos 2.300 millones,Ferrero,1,0,0
272870,La agencia de calificación china Dagong recorta su nota a EEUU,Dagong,1,-1,0
274952,Telefónica consolida su racha alcista y alcanza máximos de dos meses,Telefónica,1,0,0
275562,La movilidad sostenible al alcance de todos,movilidad sostenible,1,0,1
275690,Bruselas denunciará a España ante el TUE si no aplica las normas europeas sobre fondos de inversión,España,-1,-1,-1
277649,Airbnb ficha a un directivo de Amazon como director financiero global,Airbnb,1,0,0
278085,El Supremo avala anular las 35 horas semanales para los funcionarios vascos,funcionarios vascos,1,0,0
278096,El bitcóin cae a mínimos de dos meses tras la prohibición de publicidad en Facebook,El bitcóin,-1,0,0
280382,Empresarios asturianos piden acuerdo que garantice futuro de Duro Felguera,Empresarios asturianos,1,1,0
282747,"El Ibex-35 pierde un 0,29% en la sesión y gana un 0,14% en octubre",El Ibex-35,-1,-1,-1
285692,"Josep Prats: ""2018 será el año de los bancos""",los bancos,1,1,1
285776,"BBVA, líder mundial en banca móvil por tercer año consecutivo",BBVA,1,0,0
286888,El Black Friday salva la venta de coches en Euskadi,El Black Friday,1,1,0
286942,Realia gana un 74% menos en 2017 por los extraordinarios de 2016,Realia,-1,0,0
288513,"Valores a seguir jueves día 1: Biosearch, Sniace, Atresmedia, Iberdrola",Valores a seguir,1,0,0
289248,Los sueldos inician su recuperación en Euskadi tras cuatro años de bajadas,Los sueldos,1,1,1
289308,"Dava Newman: ""Amazon será un actor importante en la comercialización del espacio""",Amazon,1,1,0
290385,Mercedes paraliza la separación de negocios que abría un 'agujero' fiscal de 200 millones en Álava,Mercedes,1,0,0
292024,"El Ibex-35 se marea con el BCE, la investidura fallida y los resultados y pierde los 9.300 puntos",Ibex-35,-1,-1,-1
292588,Las familias sacan 50.000 millones de depósitos en un año por su baja rentabilidad,Las familias,-1,0,-1
292589,La CEOE pide un pacto de estado para impulsar la industria,La CEOE,1,1,0
294151,La Eurocámara exige la mejora de las condiciones laborales en el sector de la aviación,La Eurocámara,1,1,1
295507,Sabadell negocia la venta de carteras inmobiliarias valoradas en 3.300 millones,Sabadell,1,0,0
295996,El banco central de China sube los tipos interbancarios tras el alza de la Fed,banco central de China,1,0,0
297814,"El IBEX (-0,9%) transita en rojo por un miércoles santo que deja pérdidas en resto de Bolsas europeas",El IBEX,-1,-1,-1
298352,"El precio de la vivienda sube el 6,2% en 2017, el mayor avance en diez años",precio de la vivienda,1,0,-1
299513,La afiliación de extranjeros logra su mejor febrero en una década,afiliación de extranjeros,1,0,1
299559,Lindorff anuncia el despido de 449 trabajadores en España,Lindorff,-1,0,-1
300251,Sube solo un 2% el tipo efectivo que las empresas pagan a Hacienda,tipo efectivo ,-1,-1,0
304944,Reale Seguros logra un resultado récord de 57 millones de euros,Reale Seguros,1,0,0
307191,"El Barça, líder financiero de los campeones de liga",El Barça,1,-1,0
308081,"El noruego Helge Lund, nuevo presidente de BP a partir de 2019",Helge Lund,0,0,0
308696,"La inflación de la eurozona se queda en diciembre en el 1,6%",inflación de la eurozona,1,1,1
310178,La bajada de los alimentos deja la subida de precios de enero en el 1%,bajada de los alimentos,-1,-1,-1
310714,El consejo de Norwegian rechaza las dos ofertas de compra planteadas por IAG,consejo de Norwegian,1,-1,0
310828,El Ayuntamiento abre el plazo para solicitar las ayudas económicas al deporte escolar,El Ayuntamiento,1,0,1
310840,"El déficit público en la eurozona sube al 0,5% en el tercer trimestre",El déficit público,-1,-1,-1
312612,CCOO convoca paro en el centro de Amazon en San Fernando el 18 de mayo,centro de Amazon,-1,0,-1
312966,Las empresas aportan la mitad que hace 10 años a las cuentas del Estado,Las empresas,-1,-1,-1
313437,“La tecnología no puede perder de vista a las personas”,La tecnología,1,0,1
313931,Los taxistas se trasladan al centro de Madrid en su séptimo día de huelga,Los taxistas,-1,0,-1
316320,Deloitte prevé más compras en el azulejo pese a la ralentización,Deloitte,1,0,0
316687,"Samsung aumentó su beneficio neto un 5,12% en 2018",Samsung,1,-1,0
316772,"Irene Lozano: ""España puede ocupar el espacio que deja Reino Unido en la UE""",España,1,1,1
316796,"Los ingresos minoristas de las 'telecos' cayeron un 1,3% en el tercer trimestre del año pasado",las 'telecos',-1,1,0
316865,La compra de coches se traslada del concesionario al Whatsapp,La compra de coches,1,-1,1
318021,Liberbank fija nuevos objetivos de reducción de activos tóxicos en dos años,Liberbank,1,0,0
319081,"El Ibex-35 cae un 4,8% en agosto, cierra al filo de los 9.400 puntos, casi en mínimos anuales",El Ibex-35,-1,-1,-1
319666,Lidl eliminará las bolsas de plástico de todas sus tiendas en España,Lidl,1,0,1
319667,Inveravante (Manuel Jove) y BBVA levantan viviendas de lujo en el centro de Madrid,Inveravante,1,0,1
321972,Los VTC hacen campaña a dos días del decreto del Gobierno,Los VTC,1,0,-1
322452,Feelcapital alerta de que los fondos de pensiones se venden sin realizar perfil de riesgo,fondos de pensiones,-1,0,-1
323918,"La inflación de China se mantiene en el 1,8% en mayo",La inflación de China,-1,-1,-1
324248,"No olviden seguir usando sus vales guardería, la DGT confirma su compatibilidad con la nueva deducción por gastos de guardería",vales guardería,1,0,1
324263,Con las cuotas a vueltas,las cuotas,-1,-1,-1
325089,Famosa celebra 50 años de Nancy con una edición limitada de 10.000 unidades,Famosa,1,0,1
327742,MásMóvil completa el segundo proceso de refinanciación del crédito senior sindicado por 831 millones,MásMóvil,1,0,0
328052,General Electric saldrá del índice Dow Jones después de 111 años y será reemplazada por Walgreens,General Electric,-1,1,0
329999,"Santander abonará el próximo 1 de agosto un dividendo de 0,065 euros con cargo a 2018",Santander,1,1,0
330857,"El BdE aconseja evitar presupuestos expansivos y señala que el PIB crecerá otro 0,7% en el segundo trimestre",El BdE,1,1,1
333703,Comerciantes amenazan con denunciar a CaixaBank por vender electrodomésticos,CaixaBank,-1,0,0
334478,El BOE publica una resolución que flexibiliza la jornada de los empleados públicos,El BOE,1,0,1
335429,Desconvocadas las huelgas del 10 y 13 de enero en Ryanair,Ryanair,1,0,0
335872,Las acciones de la Juventus caen un 3% tras fichar a Cristiano,la Juventus,-1,1,0
336115,La Airef considera que la política fiscal de los Presupuestos es «muy similar» a la de otros años,Presupuestos,-1,0,0
336938,"Las mujeres cobran de media un 30% menos que los hombres, según Gestha",Las mujeres,-1,1,-1
337091,"Los expertos prevén un crecimiento del 2,2%, igual que el Gobierno",Los expertos,1,1,1
338511,La mudanza de la TDT para dar paso al 5G puede costar 350 millones en ayudas,mudanza de la TDT,-1,0,0
339403,El Gobierno británico vuelve a pedir apoyo a su pacto de Brexit sin haber obtenido concesiones de la UE,El Gobierno británico,1,0,0
339415,Habitat suma ya suelo para levantar 10.000 viviendas,Habitat,1,0,1
341399,Facebook ve esfumarse 119.000 millones de dólares de su capitalización,Facebook,-1,1,0
341423,Bankinter ve “injusto” el impuesto a la banca y confía en que no salga adelante,impuesto a la banca,-1,0,0
342991,"Bolinches: «Mientras el Ibex aguante los 9.750, sigue en la senda del 10.000»",el Ibex,1,1,1
345993,Gimeno pide la auditoría sobre contratación en el área de seguridad de ECI,área de seguridad de ECI,-1,0,0
348705,Ibarrola dimite como presidente de Deoleo por motivos de salud,Ibarrola,-1,0,0
348810,Sacyr construirá la primera fase del Plan de Riego de Adelaida del Norte,Sacyr,1,0,1
349116,Data Officers o cómo gobernar el complejo universo de los datos,Data Officers,1,0,0
349434,China expresa su apoyo a Turquía ante crisis monetaria y tensiones con EEUU,China,1,1,1
349600,El vaivén de Donald Trump con los aranceles de China sacude todas las bolsas mundiales,vaivén de Donald Trump,-1,-1,-1
352080,Boeing detecta piezas defectuosas en más de 300 aviones del modelo 737,Boeing,-1,0,1
352280,"El interés de las hipotecas sigue en mínimos del 1,9% a pesar del auge de los tipos fijos",interés de las hipotecas,-1,0,-1
353915,Una empresa pegada a la innovación,Una empresa,1,0,0
354288,La deuda de las familias se reduce en 6.800 millones de euros en julio,deuda de las familias,1,1,1
357408,Bankia prevé terminar el ERE el próximo 30 de noviembre,Bankia,1,0,1
357844,«Los índices europeos parecen haber entrado en modo rebote»,índices europeos,-1,-1,-1
358600,Los malos resultados de ArcelorMittal preocupan a las plantas del País Vasco, ArcelorMittal,-1,-1,0
360118,La AIReF cree que España podría rebajar el déficit al «3% o inferior»,España,1,1,1
360301,Santander abrirá desde este lunes 500 oficinas por la tarde,Santander,1,0,1
360852,Allianz Seguros nombra a Beatriz Corti nueva subdirectora general de la entidad,Allianz Seguros,0,0,0
362691,MásMóvil lidera el crecimiento de móviles en septiembre con 42.000 líneas,MásMóvil,1,-1,0
363017,"El Corte Inglés gana un 2,4% más con un récord de ventas en cinco años",El Corte Inglés,1,0,1
363217,Airbus reclama lanzar nuevos programas europeos para seguir creciendo,Airbus,1,0,0
363454,El South Summit alza la voz y reclama más apoyo público a la innovación,El South Summit,1,0,1
364592,"El Ibex-35 sube un 1,04% con todos sus valores en verde",El Ibex-35,1,1,1
364965,"Carlos Egea, presidente de BMN, será 'consejero externo' de Bankia",,,,
365717,Iberdrola reconoce a la vasca Ingeteam su compromiso por la internacionalización,Iberdrola,1,1,0
366425,Iberdrola da un paso más en el desarrollo de su macroproyecto eólico marino en Massachusetts,Iberdrola,1,1,
368719,"Rajoy cifra en el 3,2% el crecimiento de España durante 2015",Rajoy,1,1,1
370790,Calviño no considera «muy barata» la indemnización por despido de 20 días,Calviño,-1,0,0
370907,Polonia aprueba un impuesto para la banca para financiar políticas sociales,Polonia,1,0,1
371538,La expedición de DNI y pasaportes generó 118 millones de euros en ingresos en 2018,La expedición de DNI,1,0,1
373824,AENA trabaja con el fondo First State para pujar por el aeropuerto de Sofía,AENA,1,0,0
373921,Iberdrola apuesta por la eólica marina y las subastas para duplicar su cartera 'verde' en EEUU,Iberdrola,1,0,1
376117,Realia crea una filial patrimonial para entrar en el negocio de alquiler de vivienda,Realia,1,-1,0
376234,China acerca posturas con EE UU y retira los aranceles a la soja y el cerdo,China,1,1,1
384175,Técnicas Reunidas multiplica por trece su beneficio en el primer trimestre,Técnicas Reunidas,1,0,0
384829,"El beneficio del Santander se reduce un 4,9% por los tipos de cambio",El beneficio del Santander,-1,-1,-1
